,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
38249,0.081,0.978,0.327,0.544,0.951,0.045,0.149,0.29,0.033,0.032
4765,0.83,0.43879999999999997,0.959,0.284,0.53,0.71,0.52,0.023,0.203,0.522
26177,0.317,0.43100000000000005,0.681,0.234,0.227,0.126,0.85,0.486,0.746,0.616
6511,0.088,0.057,0.545,0.76,0.945,0.171,0.619,0.308,0.203,0.05
2230,0.863,0.824,0.23,0.448,0.987,0.551,0.589,0.746,0.958,0.757
20566,0.793,0.63,0.236,0.808,0.77,0.269,0.418,0.824,0.016,0.742
12427,0.195,0.588,0.529,0.907,0.075,0.643,0.097,0.261,0.88,0.577
37985,0.859,0.952,0.384,0.754,0.813,0.626,0.552,0.66,0.324,0.873
18782,0.907,0.458,0.882,0.948,0.85,0.889,0.564,0.029,0.154,0.454
32726,0.022,0.406,0.581,0.972,0.911,0.372,0.095,0.429,0.941,0.543
6305,0.654,0.222,0.242,0.909,0.986,0.896,0.619,0.574,0.568,0.725
13998,0.535,0.376,0.759,0.626,0.07,0.701,0.435,0.737,0.618,0.958
15641,0.985,0.461,0.485,0.65,0.11,0.805,0.128,0.535,0.752,0.167
32299,0.038,0.898,0.321,0.06,0.758,0.595,0.52,0.725,0.803,0.25
12392,0.262,0.629,0.292,0.691,0.955,0.606,0.101,0.648,0.568,0.697
17570,0.643,0.115,0.982,0.541,0.217,0.456,0.473,0.612,0.446,0.771
10703,0.864,0.521,0.939,0.6,0.406,0.341,0.453,0.526,0.935,0.596
40499,0.919,0.414,0.174,0.556,0.226,0.081,0.917,0.377,0.692,0.203
21698,0.129,0.47940000000000005,0.545,0.238,0.717,0.238,0.767,0.895,0.886,0.668
4247,0.108,0.35680000000000006,0.447,0.482,0.364,0.644,0.558,0.43,0.106,0.816
8002,0.396,0.4678,0.353,0.229,0.366,0.642,0.215,0.426,0.208,0.938
31954,0.596,0.42460000000000003,0.896,0.297,0.42,0.279,0.54,0.273,0.829,0.856
32703,0.023,0.509,0.444,0.776,0.916,0.018,0.267,0.048,0.906,0.641
9497,0.751,0.3698,0.319,0.529,0.45,0.146,0.988,0.899,0.911,0.604
11241,0.431,0.586,0.703,0.657,0.186,0.685,0.66,0.396,0.307,0.192
31349,0.631,0.579,0.022,0.031,0.065,0.096,0.233,0.182,0.344,0.314
27543,0.819,0.706,0.889,0.012,0.015,0.73,0.417,0.701,0.917,0.183
1273,0.213,0.6759999999999999,0.667,0.803,0.325,0.823,0.705,0.379,0.769,0.716
5698,0.926,0.611,0.032,0.329,0.74,0.745,0.777,0.016,0.86,0.905
31521,0.356,0.39299999999999996,0.571,0.502,0.389,0.545,0.215,0.021,0.078,0.368
10988,0.397,0.4152,0.39,0.936,0.714,0.403,0.435,0.976,0.281,0.802
22999,0.928,0.138,0.44,0.767,0.12,0.292,0.471,0.959,0.405,0.654
3358,0.611,0.4244,0.915,0.612,0.627,0.108,0.493,0.708,0.522,0.065
16567,0.506,0.412,0.373,0.724,0.08,0.587,0.209,0.363,0.488,0.855
38012,0.741,0.523,0.325,0.009,0.967,0.917,0.976,0.513,0.663,0.951
4567,0.606,0.36500000000000005,0.279,0.389,0.554,0.096,0.639,0.762,0.752,0.587
13255,0.4,0.85,0.463,0.563,0.824,0.268,0.347,0.667,0.121,0.185
10848,0.788,0.587,0.843,0.118,0.734,0.945,0.373,0.286,0.042,0.499
32551,0.19,0.4266,0.797,0.503,0.412,0.892,0.68,0.669,0.164,0.365
37921,0.429,0.81,0.582,0.588,0.0,0.855,0.195,0.591,0.877,0.433
1961,0.291,0.5579999999999999,0.628,0.649,0.501,0.426,0.376,0.236,0.367,0.828
4992,0.062,0.384,0.899,0.864,0.088,0.017,0.207,0.624,0.042,0.498
4891,0.937,0.38079999999999997,0.085,0.947,0.652,0.189,0.369,0.883,0.047,0.689
14330,0.603,0.086,0.269,0.133,0.209,0.116,0.697,0.12,0.65,0.481
30391,0.651,0.719,0.275,0.197,0.045,0.325,0.658,0.651,0.617,0.661
24423,0.071,0.19,0.271,0.789,0.13,0.013,0.87,0.792,0.023,0.079
25954,0.227,0.35379999999999995,0.574,0.609,0.312,0.92,0.77,0.47,0.387,0.077
30971,0.209,0.923,0.461,0.481,0.808,0.332,0.286,0.568,0.755,0.428
40249,0.134,0.3466,0.527,0.99,0.657,0.2,0.712,0.077,0.725,0.721
6226,0.606,0.808,0.598,0.194,0.178,0.898,0.264,0.001,0.816,0.057
27323,0.065,0.542,0.736,0.982,0.77,0.64,0.015,0.162,0.519,0.017
34019,0.489,0.83,0.19,0.222,0.872,0.713,0.819,0.986,0.488,0.575
35944,0.47,0.033,0.176,0.774,0.1,0.821,0.565,0.484,0.828,0.16
29648,0.422,0.224,0.621,0.475,0.85,0.756,0.81,0.424,0.22,0.375
3359,0.967,0.5299999999999999,0.089,0.37,0.669,0.249,0.862,0.18,0.654,0.168
307,0.54,0.873,0.29,0.839,0.032,0.889,0.888,0.805,0.183,0.129
29964,0.067,0.3522,0.905,0.61,0.304,0.367,0.519,0.181,0.682,0.278
39307,0.454,0.6266,0.08,0.279,0.393,0.731,0.027,0.712,0.733,0.683
32323,0.05,0.197,0.639,0.419,0.213,0.311,0.348,0.303,0.326,0.246
12580,0.278,0.6372,0.982,0.781,0.611,0.923,0.887,0.46,0.71,0.171
39648,0.44,0.558,0.296,0.052,0.395,0.85,0.733,0.844,0.194,0.867
9765,0.322,0.5077999999999999,0.182,0.911,0.663,0.567,0.088,0.442,0.646,0.208
1051,0.165,0.155,0.328,0.784,0.924,0.895,0.459,0.264,0.601,0.583
14519,0.103,0.6142000000000001,0.217,0.549,0.494,0.633,0.556,0.978,0.395,0.546
11410,0.629,0.869,0.399,0.584,0.09,0.55,0.937,0.013,0.538,0.618
9221,0.47,0.538,0.769,0.312,0.939,0.225,0.236,0.633,0.926,0.688
10234,0.531,0.5162000000000001,0.654,0.293,0.285,0.157,0.095,0.321,0.462,0.977
34642,0.799,0.5680000000000001,0.04,0.549,0.484,0.478,0.222,0.431,0.833,0.181
25662,0.272,0.3696,0.076,0.967,0.713,0.98,0.617,0.464,0.532,0.71
23666,0.395,0.036,0.634,0.465,0.763,0.443,0.697,0.605,0.239,0.416
27796,0.201,0.139,0.96,0.742,0.879,0.181,0.741,0.497,0.881,0.633
38585,0.045,0.4786,0.031,0.544,0.677,0.98,0.732,0.447,0.571,0.269
37787,0.288,0.5616000000000001,0.485,0.521,0.382,0.182,0.663,0.573,0.177,0.23
13682,0.2,0.975,0.37,0.362,0.021,0.491,0.343,0.452,0.074,0.126
20706,0.47,0.47479999999999994,0.01,0.283,0.692,0.164,0.351,0.246,0.129,0.903
25832,0.357,0.051,0.653,0.035,0.812,0.949,0.189,0.886,0.532,0.861
4917,0.347,0.814,0.163,0.072,0.928,0.11,0.803,0.879,0.83,0.417
25074,0.984,0.376,0.883,0.242,0.099,0.547,0.865,0.564,0.871,0.608
191,0.697,0.5424,0.219,0.163,0.532,0.778,0.738,0.134,0.349,0.48
25068,0.232,0.6814,0.29,0.669,0.392,0.507,0.359,0.857,0.448,0.318
24484,0.914,0.6446000000000001,0.356,0.304,0.429,0.772,0.655,0.444,0.927,0.285
13233,0.354,0.4344,0.432,0.152,0.29,0.58,0.671,0.074,0.062,0.202
9783,0.986,0.5995999999999999,0.182,0.944,0.605,0.772,0.322,0.335,0.064,0.185
28054,0.21,0.627,0.286,0.62,0.203,0.266,0.414,0.295,0.932,0.368
3924,0.144,0.911,0.52,0.719,0.101,0.208,0.65,0.372,0.265,0.555
9940,0.224,0.735,0.682,0.314,0.187,0.842,0.085,0.02,0.772,0.8
22800,0.39,0.28900000000000003,0.07,0.093,0.575,0.78,0.525,0.306,0.192,0.477
28810,0.247,0.884,0.534,0.09,0.752,0.806,0.67,0.068,0.958,0.895
16061,0.8,0.029,0.368,0.115,0.154,0.122,0.285,0.294,0.244,0.677
36071,0.746,0.54,0.787,0.813,0.003,0.37,0.774,0.063,0.706,0.387
30826,0.283,0.444,0.907,0.745,0.99,0.002,0.883,0.181,0.143,0.182
25920,0.759,0.47619999999999996,0.303,0.57,0.249,0.809,0.334,0.927,0.914,0.55
29963,0.497,0.6134000000000001,0.294,0.063,0.294,0.616,0.361,0.968,0.503,0.825
15549,0.986,0.062,0.096,0.032,0.824,0.619,0.871,0.569,0.33,0.796
18074,0.368,0.7084,0.429,0.709,0.53,0.877,0.886,0.205,0.787,0.608
27527,0.118,0.154,0.548,0.867,0.184,0.543,0.807,0.697,0.384,0.778
13304,0.466,0.603,0.756,0.223,0.663,0.696,0.646,0.244,0.168,0.989
36883,0.083,0.1476,0.145,0.469,0.354,0.449,0.357,0.426,0.811,0.677
19692,0.979,0.617,0.87,0.437,0.637,0.505,0.801,0.405,0.83,0.463
17888,0.578,0.395,0.316,0.144,0.587,0.116,0.397,0.91,0.983,0.73
34574,0.83,0.491,0.046,0.133,0.192,0.629,0.396,0.816,0.379,0.056
25864,0.465,0.42519999999999997,0.954,0.976,0.405,0.547,0.846,0.883,0.344,0.391
3791,0.432,0.6678,0.072,0.634,0.475,0.551,0.916,0.994,0.128,0.215
39499,0.532,0.3432,0.401,0.909,0.522,0.42,0.941,0.025,0.345,0.539
35554,0.814,0.516,0.341,0.425,0.299,0.276,0.827,0.519,0.696,0.363
9259,0.733,0.3212,0.1,0.461,0.412,0.925,0.527,0.778,0.535,0.97
37209,0.894,0.775,0.725,0.925,0.918,0.427,0.748,0.949,0.548,0.365
34485,0.823,0.159,0.221,0.521,0.947,0.17,0.921,0.242,0.826,0.945
35464,0.818,0.6754,0.051,0.66,0.696,0.001,0.204,0.384,0.888,0.809
31027,0.728,0.377,0.594,0.904,0.514,0.222,0.444,0.744,0.16,0.195
1848,0.888,0.196,0.559,0.971,0.008,0.408,0.995,0.18,0.71,0.618
12852,0.283,0.3832000000000001,0.004,0.36,0.275,0.527,0.575,0.054,0.104,0.028
36203,0.121,0.38780000000000003,0.735,0.155,0.439,0.216,0.488,0.02,0.664,0.087
31923,0.534,0.945,0.438,0.191,0.021,0.257,0.404,0.059,0.213,0.344
29896,0.915,0.473,0.435,0.738,0.901,0.46,0.179,0.77,0.253,0.875
16526,0.205,0.7394000000000001,0.275,0.267,0.409,0.579,0.92,0.699,0.43,0.448
6771,0.951,0.368,0.993,0.346,0.52,0.18,0.756,0.545,0.864,0.529
27559,0.676,0.49660000000000004,0.406,0.289,0.496,0.916,0.561,0.447,0.302,0.544
13878,0.929,0.6844,0.557,0.549,0.455,0.411,0.169,0.499,0.073,0.725
30676,0.152,0.6142000000000001,0.962,0.022,0.384,0.675,0.448,0.537,0.753,0.06
39497,0.086,0.627,0.446,0.545,0.843,0.539,0.701,0.863,0.081,0.389
38537,0.504,0.884,0.749,0.578,0.956,0.365,0.004,0.793,0.967,0.359
33885,0.222,0.5736,0.955,0.808,0.453,0.226,0.061,0.115,0.79,0.924
30957,0.854,0.467,0.012,0.827,0.861,0.969,0.193,0.86,0.4,0.148
34524,0.295,0.814,0.686,0.361,0.01,0.276,0.099,0.463,0.163,0.279
28684,0.45,0.6567999999999999,0.303,0.422,0.659,0.173,0.042,0.765,0.95,0.105
870,0.854,0.39039999999999997,0.114,0.893,0.311,0.457,0.572,0.231,0.262,0.47
9104,0.177,0.362,0.513,0.683,0.099,0.494,0.578,0.134,0.169,0.59
33489,0.112,0.5698,0.319,0.011,0.397,0.805,0.31,0.193,0.489,0.035
10997,0.383,0.3370000000000001,0.64,0.323,0.598,0.37,0.379,0.082,0.988,0.368
27649,0.026,0.068,0.236,0.552,0.919,0.228,0.754,0.549,0.594,0.328
17270,0.761,0.38180000000000003,0.15,0.617,0.596,0.706,0.359,0.742,0.432,0.475
18108,0.535,0.4566,0.882,0.173,0.346,0.061,0.976,0.5,0.441,0.851
5592,0.76,0.4,0.074,0.62,0.373,0.762,0.59,0.535,0.258,0.899
26096,0.813,0.3412,0.898,0.366,0.497,0.732,0.61,0.702,0.19,0.287
24486,0.231,0.406,0.968,0.868,0.135,0.433,0.442,0.391,0.082,0.578
10938,0.875,0.47380000000000005,0.932,0.166,0.706,0.743,0.219,0.562,0.254,0.608
37023,0.591,0.523,0.029,0.061,0.905,0.311,0.849,0.827,0.2,0.973
11737,0.966,0.346,0.087,0.012,0.013,0.006,0.726,0.606,0.206,0.927
33082,0.641,0.24100000000000002,0.049,0.314,0.439,0.41,0.345,0.99,0.101,0.772
26375,0.075,0.3772000000000001,0.863,0.402,0.64,0.786,0.086,0.89,0.78,0.032
39684,0.945,0.41400000000000003,0.939,0.115,0.325,0.337,0.3,0.599,0.315,0.106
11949,0.472,0.113,0.047,0.588,0.149,0.523,0.219,0.062,0.06,0.686
20588,0.415,0.534,0.774,0.078,0.179,0.443,0.469,0.667,0.216,0.563
5850,0.97,0.22,0.817,0.856,0.836,0.865,0.91,0.505,0.541,0.915
3129,0.548,0.824,0.389,0.37,0.202,0.37,0.271,0.023,0.027,0.097
16279,0.172,0.5124,0.871,0.648,0.714,0.319,0.075,0.21,0.837,0.847
33678,0.113,0.5247999999999999,0.689,0.094,0.623,0.819,0.5,0.798,0.508,0.771
3968,0.846,0.442,0.681,0.396,0.765,0.515,0.798,0.183,0.045,0.806
38484,0.916,0.595,0.05,0.747,0.668,0.842,0.712,0.017,0.212,0.641
336,0.903,0.5966,0.344,0.714,0.721,0.58,0.647,0.146,0.795,0.382
27340,0.084,0.171,0.833,0.838,0.827,0.813,0.96,0.786,0.309,0.002
18931,0.784,0.27,0.95,0.104,0.803,0.973,0.643,0.56,0.845,0.492
8112,0.811,0.6068,0.897,0.424,0.692,0.343,0.461,0.015,0.278,0.619
32369,0.755,0.225,0.081,0.13,0.064,0.616,0.952,0.99,0.039,0.906
2985,0.577,0.166,0.171,0.02,0.085,0.314,0.542,0.329,0.109,0.031
10878,0.7,0.5616,0.357,0.198,0.306,0.804,0.393,0.235,0.917,0.218
15916,0.534,0.409,0.304,0.331,0.174,0.683,0.258,0.623,0.952,0.955
11669,0.467,0.5258,0.662,0.313,0.659,0.109,0.621,0.597,0.271,0.058
20862,0.737,0.344,0.89,0.55,0.747,0.701,0.092,0.27,0.977,0.516
19942,0.565,0.5071999999999999,0.932,0.579,0.436,0.932,0.8,0.52,0.783,0.919
11001,0.21,0.3918,0.023,0.606,0.676,0.192,0.389,0.103,0.328,0.513
29437,0.746,0.5074000000000001,0.932,0.776,0.34,0.433,0.581,0.47,0.598,0.94
37718,0.543,0.863,0.447,0.786,0.177,0.068,0.631,0.343,0.018,0.466
19800,0.887,0.5791999999999999,0.865,0.985,0.602,0.621,0.346,0.92,0.773,0.302
12100,0.586,0.31020000000000003,0.088,0.635,0.505,0.512,0.522,0.158,0.123,0.494
9018,0.434,0.5678,0.247,0.987,0.33,0.49,0.403,0.224,0.44,0.131
29872,0.82,0.407,0.041,0.298,0.869,0.063,0.29,0.828,0.218,0.877
7243,0.475,0.092,0.378,0.7,0.927,0.315,0.856,0.301,0.939,0.093
14079,0.291,0.297,0.547,0.23,0.813,0.94,0.541,0.202,0.96,0.562
20866,0.178,0.424,0.766,0.264,0.156,0.289,0.597,0.659,0.159,0.207
39606,0.23,0.489,0.385,0.889,0.114,0.689,0.634,0.52,0.778,0.842
11874,0.691,0.23620000000000002,0.569,0.567,0.699,0.487,0.261,0.095,0.923,0.243
39220,0.753,0.19,0.411,0.183,0.801,0.729,0.961,0.653,0.904,0.314
25805,0.406,0.466,0.126,0.791,0.049,0.039,0.19,0.723,0.638,0.328
8263,0.841,0.464,0.476,0.82,0.871,0.167,0.841,0.582,0.291,0.74
18678,0.398,0.207,0.643,0.875,0.161,0.758,0.461,0.915,0.328,0.007
6855,0.858,0.392,0.254,0.776,0.973,0.576,0.338,0.446,0.258,0.733
8597,0.35,0.6013999999999999,0.517,0.912,0.557,0.724,0.294,0.592,0.432,0.328
38633,0.058,0.2702,0.125,0.728,0.403,0.838,0.796,0.669,0.478,0.003
6901,0.478,0.705,0.928,0.495,0.086,0.926,0.61,0.941,0.057,0.895
29932,0.158,0.43099999999999994,0.779,0.908,0.387,0.125,0.601,0.102,0.87,0.414
23963,0.053,0.581,0.121,0.257,0.004,0.121,0.159,0.077,0.332,0.385
9949,0.145,0.66,0.34,0.065,0.953,0.191,0.263,0.965,0.66,0.683
16436,0.56,0.5562,0.862,0.965,0.237,0.478,0.109,0.603,0.624,0.26
1445,0.902,0.545,0.826,0.822,0.902,0.877,0.586,0.846,0.445,0.789
36643,0.745,0.112,0.653,0.65,0.985,0.688,0.64,0.882,0.437,0.16
14821,0.222,0.1752,0.629,0.824,0.465,0.838,0.946,0.157,0.779,0.393
1695,0.556,0.742,0.356,0.116,0.878,0.195,0.9,0.956,0.505,0.765
17958,0.363,0.487,0.59,0.501,0.697,0.697,0.801,0.953,0.165,0.647
22523,0.649,0.8798,0.248,0.615,0.637,0.861,0.813,0.101,0.149,0.958
20789,0.137,0.237,0.627,0.904,0.153,0.548,0.146,0.17,0.303,0.713
1630,0.778,0.40040000000000003,0.675,0.914,0.525,0.952,0.486,0.512,0.628,0.12
33037,0.143,0.5319999999999999,0.646,0.551,0.591,0.594,0.991,0.395,0.013,0.202
1881,0.332,0.4944,0.248,0.579,0.57,0.479,0.104,0.584,0.786,0.31
14523,0.262,0.5896,0.406,0.118,0.431,0.676,0.331,0.812,0.268,0.783
13900,0.038,0.49800000000000005,0.151,0.29,0.235,0.985,0.096,0.673,0.277,0.879
5509,0.996,0.111,0.577,0.119,0.918,0.544,0.65,0.61,0.666,0.411
40079,0.61,0.869,0.386,0.008,0.058,0.661,0.995,0.636,0.373,0.471
2032,0.407,1.0,0.606,0.364,0.921,0.255,0.733,0.274,0.254,0.512
27500,0.62,0.644,0.997,0.919,0.105,0.521,0.672,0.819,0.026,0.016
34700,0.563,0.877,0.789,0.682,0.737,0.424,0.25,0.054,0.367,0.948
35303,0.327,0.878,0.958,0.358,0.854,0.893,0.691,0.948,0.248,0.264
32954,0.059,0.262,0.209,0.813,0.181,0.801,0.757,0.647,0.323,0.441
5558,0.23,0.3685999999999999,0.929,0.157,0.577,0.739,0.038,0.809,0.089,0.012
11151,0.533,0.483,0.076,0.077,0.246,0.691,0.188,0.583,0.154,0.465
23569,0.476,0.62,0.778,0.276,0.109,0.498,0.653,0.715,0.359,0.988
20527,0.955,0.225,0.14,0.442,0.512,0.949,0.743,0.453,0.671,0.561
38182,0.669,0.82,0.614,0.632,0.131,0.992,0.724,0.56,0.083,0.336
39683,0.9,0.715,0.434,0.214,0.91,0.348,0.748,0.844,0.856,0.044
6587,0.146,0.621,0.295,0.171,0.016,0.907,0.52,0.515,0.448,0.684
17618,0.311,0.05,0.007,0.089,0.205,0.812,0.066,0.617,0.175,0.88
446,0.387,0.4694,0.374,0.509,0.226,0.038,0.084,0.78,0.98,0.977
14536,0.956,0.487,0.394,0.072,0.066,0.106,0.553,0.29,0.774,0.046
14031,0.007,0.837,0.738,0.459,0.736,0.035,0.895,0.389,0.185,0.63
28378,0.361,0.547,0.302,0.797,0.421,0.488,0.131,0.857,0.476,0.6
31379,0.127,0.591,0.88,0.325,0.799,0.621,0.298,0.254,0.439,0.398
20519,0.677,0.455,0.678,0.076,0.163,0.803,0.801,0.047,0.659,0.52
35208,0.142,0.533,0.517,0.313,0.221,0.178,0.544,0.439,0.239,0.294
35871,0.093,0.6674,0.537,0.167,0.383,0.846,0.485,0.325,0.2,0.303
21158,0.294,0.649,0.673,0.827,0.218,0.04,0.798,0.992,0.12,0.406
9486,0.713,0.773,0.147,0.069,0.1,0.682,0.025,0.7,0.445,0.715
21902,0.407,0.471,0.001,0.54,0.327,0.229,0.102,0.672,0.382,0.324
38607,0.279,0.763,0.303,0.072,0.143,0.618,0.451,0.63,0.557,0.987
28018,0.462,0.284,0.774,0.705,0.747,0.27,0.818,0.753,0.434,0.069
33455,0.472,0.3498,0.661,0.494,0.52,0.806,0.258,0.249,0.453,0.849
5208,0.93,0.6060000000000001,0.816,0.324,0.323,0.407,0.329,0.881,0.067,0.443
37361,0.282,0.3426,0.716,0.46,0.39,0.048,0.872,0.368,0.393,0.101
10345,0.253,0.5554,0.084,0.36,0.231,0.954,0.51,0.354,0.843,0.898
30134,0.901,0.6200000000000001,0.917,0.25,0.498,0.461,0.948,0.47,0.104,0.13
39418,0.625,0.7432,0.99,0.374,0.27,0.529,0.54,0.99,0.054,0.578
25566,0.478,0.30399999999999994,0.201,0.199,0.345,0.345,0.961,0.463,0.443,0.916
37351,0.255,0.22960000000000003,0.504,0.206,0.582,0.11,0.803,0.642,0.01,0.326
19520,0.289,0.38,0.844,0.824,0.527,0.062,0.162,0.772,0.282,0.352
14139,0.229,0.441,0.335,0.34,0.604,0.643,0.234,0.637,0.263,0.738
19567,0.212,0.536,0.666,0.179,0.352,0.79,0.095,0.464,0.245,0.367
23906,0.885,0.639,0.245,0.799,0.239,0.057,0.578,0.673,0.072,0.526
22765,0.688,0.5222,0.014,0.379,0.57,0.444,0.641,0.354,0.766,0.997
19583,0.744,0.607,0.27,0.653,0.111,0.749,0.291,0.986,0.145,0.981
1447,0.674,0.96,0.711,0.701,0.032,0.805,0.279,0.345,0.943,0.518
34057,0.754,0.21800000000000003,0.145,0.525,0.651,0.396,0.069,0.056,0.191,0.371
10692,0.329,0.459,0.146,0.128,0.178,0.961,0.335,0.252,0.732,0.621
23741,0.885,0.6287999999999999,0.592,0.736,0.518,0.906,0.423,0.553,0.549,0.411
10335,0.279,0.6432,0.537,0.434,0.677,0.182,0.33,0.887,0.045,0.454
40319,0.605,0.795,0.055,0.902,0.85,0.91,0.016,0.509,0.368,0.746
34779,0.694,0.308,0.18,0.114,0.486,0.797,0.774,0.48,0.719,0.669
23926,0.944,0.649,0.964,0.324,0.968,0.286,0.901,0.962,0.749,0.186
15830,0.829,0.361,0.47,0.752,0.086,0.07,0.352,0.333,0.846,0.416
15735,0.752,0.4568,0.166,0.163,0.558,0.293,0.272,0.815,0.993,0.098
12158,0.85,0.374,0.298,0.431,0.738,0.693,0.296,0.555,0.372,0.653
18263,0.135,0.889,0.871,0.722,0.138,0.317,0.716,0.097,0.111,0.28
18814,0.553,0.6566,0.427,0.88,0.302,0.315,0.183,0.516,0.865,0.25
12453,0.745,0.30979999999999996,0.904,0.819,0.603,0.692,0.483,0.898,0.872,0.863
11349,0.63,0.512,0.597,0.315,0.115,0.373,0.111,0.38,0.194,0.421
4131,0.441,0.568,0.904,0.478,0.817,0.969,0.385,0.753,0.297,0.748
16351,0.533,0.486,0.229,0.662,0.953,0.521,0.136,0.263,0.497,0.245
17420,0.148,0.416,0.288,0.007,0.151,0.964,0.341,0.781,0.132,0.612
15408,0.461,0.448,0.878,0.784,0.835,0.696,0.401,0.572,0.067,0.74
17033,0.638,0.6950000000000001,0.574,0.528,0.457,0.463,0.232,0.054,0.163,0.672
33629,0.839,0.5006,0.732,0.246,0.681,0.544,0.073,0.542,0.809,0.159
25479,0.301,0.831,0.173,0.29,0.101,0.276,0.589,0.279,0.432,0.36
24685,0.349,0.5166000000000001,0.75,0.657,0.687,0.521,0.673,0.939,0.049,0.114
34710,0.068,0.542,0.533,0.28,0.778,0.541,0.305,0.184,0.206,0.487
10295,0.108,0.514,0.178,0.142,0.234,0.073,0.368,0.658,0.748,0.943
25159,0.641,0.545,0.083,0.197,0.072,0.852,0.961,0.111,0.222,0.948
14119,0.352,0.2814,0.078,0.439,0.371,0.469,0.369,0.93,0.801,0.282
39086,0.502,0.685,0.844,0.344,0.106,0.657,0.936,0.764,0.588,0.563
37917,0.704,0.236,0.95,0.167,0.168,0.992,0.882,0.582,0.485,0.241
31647,0.347,0.485,0.616,0.611,0.944,0.735,0.659,0.606,0.818,0.554
2775,0.647,0.233,0.868,0.655,0.066,0.155,0.616,0.702,0.599,0.352
32101,0.686,0.299,0.222,0.696,0.979,0.67,0.257,0.814,0.971,0.828
4145,0.61,0.286,0.514,0.412,0.107,0.954,0.322,0.178,0.43,0.491
26899,0.027,0.466,0.273,0.861,0.107,0.239,0.922,0.315,0.712,0.316
39306,0.286,0.3876,0.639,0.154,0.554,0.221,0.163,0.455,0.063,0.138
35179,0.72,0.5514,0.396,0.749,0.265,0.534,0.581,0.737,0.934,0.867
17478,0.567,0.109,0.183,0.333,0.194,0.263,0.789,0.886,0.434,0.324
22449,0.335,0.4514,0.571,0.229,0.549,0.337,0.822,0.562,0.617,0.65
34314,0.149,0.7188000000000001,0.598,0.968,0.698,0.44,0.227,0.516,0.122,0.923
22418,0.393,0.718,0.344,0.972,0.822,0.579,0.619,0.288,0.955,0.995
36943,0.03,0.107,0.102,0.498,0.907,0.009,0.868,0.516,0.408,0.326
40414,0.556,0.668,0.705,0.969,0.731,0.995,0.781,0.119,0.289,0.638
6953,0.71,0.68,0.85,0.437,0.848,0.928,0.794,0.764,0.769,0.02
35903,0.494,0.6826,0.206,0.89,0.637,0.089,0.256,0.256,0.786,0.746
13232,0.876,0.172,0.937,0.233,0.035,0.849,0.985,0.817,0.375,0.91
5750,0.72,0.765,0.284,0.444,0.866,0.927,0.174,0.348,0.907,0.4
14715,0.151,0.068,0.267,0.189,0.972,0.21,0.883,0.926,0.308,0.006
31085,0.463,0.192,0.877,0.669,0.781,0.626,0.769,0.038,0.202,0.172
3805,0.784,0.292,0.276,0.228,0.074,0.824,0.698,0.205,0.276,0.154
9076,0.188,0.5202,0.833,0.297,0.626,0.936,0.327,0.472,0.098,0.15
27230,0.781,0.634,0.191,0.837,0.762,0.931,0.34,0.862,0.506,0.93
36723,0.556,0.297,0.253,0.924,0.018,0.525,0.346,0.413,0.966,0.273
15160,0.993,0.85,0.218,0.474,0.845,0.539,0.531,0.857,0.48,0.613
16848,0.802,0.45039999999999997,0.03,0.233,0.549,0.492,0.292,0.42,0.61,0.547
28850,0.173,0.3618,0.67,0.437,0.298,0.162,0.911,0.554,0.719,0.215
29768,0.607,0.195,0.072,0.479,0.798,0.308,0.3,0.908,0.294,0.127
3327,0.999,0.504,0.926,0.084,0.348,0.779,0.262,0.464,0.375,0.626
22615,0.89,0.521,0.672,0.395,0.925,0.222,0.993,0.873,0.443,0.01
1262,0.936,0.5918,0.251,0.783,0.386,0.977,0.384,0.792,0.717,0.556
25530,0.162,0.276,0.146,0.191,0.059,0.932,0.791,0.493,0.618,0.699
23596,0.24,0.23700000000000002,0.826,0.153,0.69,0.641,0.996,0.27,0.958,0.439
17359,0.043,0.601,0.834,0.119,0.003,0.454,0.453,0.697,0.354,0.829
18950,0.983,0.3804,0.29,0.576,0.453,0.396,0.407,0.838,0.304,0.246
22250,0.837,0.595,0.554,0.536,0.281,0.574,0.422,0.721,0.201,0.268
13117,0.34,0.43879999999999997,0.795,0.805,0.338,0.005,0.889,0.77,0.225,0.835
25517,0.99,0.089,0.686,0.831,0.13,0.652,0.612,0.477,0.833,0.871
40531,0.633,0.3728,0.971,0.376,0.532,0.811,0.529,0.367,0.896,0.59
21119,0.32,0.4438,0.678,0.861,0.404,0.582,0.733,0.325,0.166,0.333
32464,0.98,0.49139999999999995,0.866,0.281,0.386,0.501,0.989,0.002,0.568,0.039
5021,0.897,0.384,0.304,0.578,0.871,0.049,0.006,0.153,0.53,0.986
23513,0.422,0.5442,0.175,0.272,0.372,0.675,0.363,0.287,0.561,0.076
23559,0.5,0.056,0.796,0.38,0.837,0.142,0.551,0.877,0.198,0.01
14995,0.79,0.5438,0.117,0.242,0.54,0.005,0.17,0.439,0.754,0.736
11413,0.755,0.5012000000000001,0.784,0.825,0.303,0.704,0.108,0.449,0.153,0.274
22439,0.24,0.5549999999999999,0.114,0.124,0.56,0.136,0.521,0.753,0.514,0.933
39835,0.665,0.51,0.308,0.911,0.064,0.65,0.081,0.407,0.224,0.26
